customer_id,total_orders,returned_orders,total_spend,avg_order_value,max_order_value,total_return_cost,avg_return_cost,avg_days_to_return,min_days_to_return,account_age_days,unique_products,unique_categories,unique_payment_methods,return_rate,return_cost_ratio,rapid_returns,rapid_return_ratio,activity_span_days,orders_per_30_days,accounts_same_device,accounts_same_address,accounts_same_payment,is_abuse,abuse_type
USER0070,2,0,1266.87086,633.43543,994.31525,0.0,0.0,0.0,0,1608,2,2,2,0.0,0.0,0,0.0,841,0.07125890736342043,1,1,1,0,LEGITIMATE
USER0071,2,1,2781.1510919999996,1390.5755459999998,2551.192992,200.0,100.0,11.5,0,1041,2,1,2,0.5,0.07191266974861646,0,0.0,421,0.14218009478672985,1,1,1,0,LEGITIMATE
USER0072,2,1,11586.455895,5793.2279475,8648.450055,200.0,100.0,21.0,0,776,2,2,2,0.5,0.017261533795360814,0,0.0,258,0.23166023166023167,1,1,1,0,LEGITIMATE
USER0074,2,0,3673.85564,1836.92782,3301.7841200000003,0.0,0.0,0.0,0,932,2,1,1,0.0,0.0,0,0.0,83,0.7142857142857143,1,1,1,0,LEGITIMATE
USER0075,4,1,12492.508436,3123.127109,4014.0549499999993,200.0,50.0,10.5,0,1038,4,3,2,0.25,0.01600959495241601,0,0.0,686,0.17467248908296942,1,1,1,0,LEGITIMATE
USER0076,2,2,3104.922112,1552.461056,2440.10008,400.0,200.0,33.5,24,1836,2,1,2,1.0,0.12882770825524656,0,0.0,1150,0.052128583840139006,1,1,1,0,LEGITIMATE
USER0077,5,1,19444.936215,3888.9872430000005,8191.455750000001,200.0,40.0,2.0,0,2096,5,4,3,0.2,0.010285454155705493,0,0.0,1259,0.11904761904761904,1,1,1,0,LEGITIMATE
USER0078,6,1,8001.466751,1333.5777918333333,3066.907824,200.0,33.333333333333336,9.666666666666666,0,531,6,4,3,0.16666666666666666,0.024995417243345364,0,0.0,524,0.34285714285714286,1,1,1,0,LEGITIMATE
USER0080,3,1,8787.365561,2929.121853666667,4478.604183,200.0,66.66666666666667,16.666666666666668,0,941,3,3,3,0.3333333333333333,0.022759949908950874,0,0.0,705,0.1274787535410765,1,1,1,0,LEGITIMATE
USER0081,8,2,15610.925513,1951.365689125,4707.45912,400.0,50.0,5.0,0,902,8,4,3,0.25,0.025623080429594002,0,0.0,893,0.2684563758389262,1,1,1,0,LEGITIMATE
USER0082,1,0,6622.06914,6622.06914,6622.06914,0.0,0.0,0.0,0,679,1,1,1,0.0,0.0,0,0.0,0,30.0,1,1,1,0,LEGITIMATE
USER0083,2,1,7649.491953999999,3824.7459769999996,5222.94277,200.0,100.0,15.0,0,1014,2,2,1,0.5,0.0261455272066033,0,0.0,673,0.08902077151335312,1,1,1,0,LEGITIMATE
USER0084,1,0,1913.348736,1913.348736,1913.348736,0.0,0.0,0.0,0,666,1,1,1,0.0,0.0,0,0.0,0,30.0,1,1,1,0,LEGITIMATE
USER0085,3,1,3690.8854810000003,1230.2951603333333,2659.616945,200.0,66.66666666666667,7.333333333333333,0,1312,3,3,2,0.3333333333333333,0.05418753874363299,0,0.0,969,0.09278350515463918,1,1,1,0,LEGITIMATE
USER0086,3,0,11215.576122000002,3738.5253740000007,5548.27684,0.0,0.0,0.0,0,1002,3,2,1,0.0,0.0,0,0.0,629,0.14285714285714285,1,1,1,0,LEGITIMATE
USER0087,3,1,3404.517981,1134.839327,2046.121245,200.0,66.66666666666667,4.666666666666667,0,1032,3,2,2,0.3333333333333333,0.058745467380746375,0,0.0,418,0.21479713603818615,1,1,1,0,LEGITIMATE
USER0088,3,0,9974.656091,3324.8853636666668,4898.896275,0.0,0.0,0.0,0,977,3,3,3,0.0,0.0,0,0.0,419,0.21428571428571427,1,1,1,0,LEGITIMATE
USER0089,1,1,2496.341835,2496.341835,2496.341835,200.0,200.0,25.0,25,389,1,1,1,1.0,0.08011723282280368,0,0.0,0,30.0,1,1,1,0,LEGITIMATE
USER0090,5,2,8205.622856,1641.1245712,4053.260016,400.0,80.0,21.6,0,1344,5,2,2,0.4,0.04874706125538266,0,0.0,1058,0.141643059490085,1,1,1,0,LEGITIMATE
USER0091,4,3,13916.594124,3479.148531,7870.31679,400.0,100.0,16.5,0,885,4,2,2,0.75,0.028742664795416865,1,0.3333333333333333,727,0.16483516483516483,1,1,1,0,HIGH_RETURN_LEGITIMATE
USER0092,1,0,839.8792349999999,839.8792349999999,839.8792349999999,0.0,0.0,0.0,0,336,1,1,1,0.0,0.0,0,0.0,0,30.0,1,1,1,0,LEGITIMATE
USER0093,1,0,1809.181748,1809.181748,1809.181748,0.0,0.0,0.0,0,656,1,1,1,0.0,0.0,0,0.0,0,30.0,1,1,1,0,LEGITIMATE
USER0094,6,2,15017.669351999999,2502.944892,5250.06909,400.0,66.66666666666667,3.5,0,1186,6,2,3,0.3333333333333333,0.02663529144399024,0,0.0,1064,0.16901408450704225,1,1,1,0,LEGITIMATE
USER0095,5,3,11793.755578,2358.7511156,4014.5645,3739.33975315727,747.867950631454,2.4,0,1600,4,2,3,0.6,0.3170609843850428,3,1.0,731,0.20491803278688525,1,1,1,1,INDIVIDUAL_RETURN_ABUSE
USER0096,3,0,6016.892648999999,2005.6308829999998,3847.1965649999993,0.0,0.0,0.0,0,1663,3,2,2,0.0,0.0,0,0.0,861,0.10440835266821345,1,1,1,0,LEGITIMATE
USER0097,3,2,10725.294194999999,3575.0980649999997,4726.491953999999,400.0,133.33333333333334,28.666666666666668,0,1611,3,3,3,0.6666666666666666,0.037295014265107534,0,0.0,1144,0.07860262008733625,1,1,1,0,LEGITIMATE
USER0098,4,1,11936.962416999999,2984.2406042499997,6424.7946,200.0,50.0,1.25,0,1127,4,3,2,0.25,0.016754681217322962,1,1.0,999,0.12,1,1,1,0,LEGITIMATE
USER0099,2,1,2361.418031,1180.7090155,1596.837375,200.0,100.0,4.5,0,949,2,2,2,0.5,0.0846948729002908,0,0.0,198,0.3015075376884422,1,1,1,0,LEGITIMATE
USER0100,5,5,14695.881627,2939.1763254,5178.468000000001,9903.48415711478,1980.6968314229562,3.8,3,1015,5,2,3,1.0,0.6738952046891565,5,1.0,455,0.32894736842105265,1,1,1,1,INDIVIDUAL_RETURN_ABUSE
USER0101,2,0,3566.4690720000003,1783.2345360000002,2730.8407840000004,0.0,0.0,0.0,0,823,2,2,2,0.0,0.0,0,0.0,434,0.13793103448275862,1,1,1,0,LEGITIMATE
USER0102,3,0,8715.057048,2905.019016,3639.505404,0.0,0.0,0.0,0,618,3,3,3,0.0,0.0,0,0.0,239,0.375,1,1,1,0,LEGITIMATE
USER0103,3,1,9322.580235000001,3107.5267450000006,4353.454944,200.0,66.66666666666667,4.0,0,1923,3,2,2,0.3333333333333333,0.021453288141102277,0,0.0,1318,0.06823351023502654,1,1,1,0,LEGITIMATE
USER0104,5,0,14759.971448999999,2951.9942898,4880.960708999999,0.0,0.0,0.0,0,1325,4,2,3,0.0,0.0,0,0.0,1260,0.11895321173671689,1,1,1,0,LEGITIMATE
USER0106,3,2,2416.106301,805.3687669999999,1296.382681,400.0,133.33333333333334,14.0,0,1331,3,2,3,0.6666666666666666,0.16555562966515355,0,0.0,905,0.09933774834437085,1,1,1,0,LEGITIMATE
USER0107,3,1,5766.672845,1922.2242816666667,1985.610512,200.0,66.66666666666667,15.0,0,1587,3,2,3,0.3333333333333333,0.03468204376695484,0,0.0,1101,0.08166969147005444,1,1,1,0,LEGITIMATE
USER0108,3,1,2177.049516,725.683172,1574.29458,200.0,66.66666666666667,13.333333333333334,0,1113,3,2,3,0.3333333333333333,0.09186745571477392,0,0.0,981,0.09164969450101833,1,1,1,0,LEGITIMATE
USER0109,1,0,1554.455586,1554.455586,1554.455586,0.0,0.0,0.0,0,206,1,1,1,0.0,0.0,0,0.0,0,30.0,1,1,1,0,LEGITIMATE
USER0110,1,0,3796.821444,3796.821444,3796.821444,0.0,0.0,0.0,0,116,1,1,1,0.0,0.0,0,0.0,0,30.0,1,1,1,0,LEGITIMATE
USER0111,1,0,3562.0549560000004,3562.0549560000004,3562.0549560000004,0.0,0.0,0.0,0,382,1,1,1,0.0,0.0,0,0.0,0,30.0,5,5,4,1,COORDINATED_RETURN_ABUSE
USER0112,4,1,5545.064907,1386.26622675,3063.573678,200.0,50.0,9.0,0,1187,4,2,3,0.25,0.03606810801213945,0,0.0,339,0.35294117647058826,1,1,1,0,LEGITIMATE
USER0113,2,1,3319.376912,1659.688456,2837.46842,200.0,100.0,11.0,0,1117,2,2,2,0.5,0.060252271827574845,0,0.0,487,0.12295081967213115,1,1,1,0,LEGITIMATE
USER0114,4,0,14233.496698,3558.3741745,8257.73091,0.0,0.0,0.0,0,819,4,2,3,0.0,0.0,0,0.0,587,0.20408163265306123,1,1,1,0,LEGITIMATE
USER0115,3,1,11508.63248,3836.210826666667,5088.3124800000005,200.0,66.66666666666667,8.0,0,1090,3,2,2,0.3333333333333333,0.017378259349889326,0,0.0,872,0.10309278350515463,1,1,1,0,LEGITIMATE
USER0116,2,0,2059.389471,1029.6947355,1449.775209,0.0,0.0,0.0,0,207,2,2,1,0.0,0.0,0,0.0,82,0.7228915662650602,1,1,1,0,LEGITIMATE
USER0117,5,2,3457.3163369999997,691.4632674,1382.0928,0.0,0.0,0.0,0,1826,5,2,4,0.4,0.0,2,1.0,1160,0.12919896640826872,1,1,1,0,HIGH_RETURN_LEGITIMATE
USER0118,5,0,8871.499055,1774.299811,3844.743552,0.0,0.0,0.0,0,1483,5,4,2,0.0,0.0,0,0.0,856,0.1750291715285881,1,1,1,0,LEGITIMATE
USER0119,3,1,3019.6294670000007,1006.5431556666668,1393.573478,200.0,66.66666666666667,16.666666666666668,0,508,3,2,3,0.3333333333333333,0.06623329192727075,0,0.0,301,0.2980132450331126,1,1,1,0,LEGITIMATE
USER0120,3,0,5846.242779,1948.747593,3218.690925,0.0,0.0,0.0,0,1355,3,2,3,0.0,0.0,0,0.0,1208,0.07444168734491315,1,1,1,0,LEGITIMATE
USER0121,2,1,8048.983454,4024.491727,4168.2968,200.0,100.0,24.5,0,334,2,2,1,0.5,0.024847858259741926,0,0.0,186,0.32085561497326204,1,1,1,0,LEGITIMATE
USER0122,3,2,11693.225470000001,3897.7418233333337,6837.705,200.0,66.66666666666667,1.6666666666666667,0,1078,3,2,2,0.6666666666666666,0.01710392060027557,2,1.0,978,0.09193054136874361,1,1,1,0,HIGH_RETURN_LEGITIMATE
USER0123,2,1,5354.486658,2677.243329,2916.0075,200.0,100.0,14.0,0,826,2,2,2,0.5,0.0373518532726541,0,0.0,481,0.12448132780082988,1,1,1,0,LEGITIMATE
USER0124,4,2,10453.29397,2613.3234925,6097.0297,1476.1650561270958,369.04126403177395,2.0,0,1274,4,3,2,0.5,0.14121530116378195,2,1.0,994,0.12060301507537688,1,1,1,1,INDIVIDUAL_RETURN_ABUSE
USER0125,4,1,15627.996082,3906.9990205,8458.00562,200.0,50.0,4.25,0,907,4,3,3,0.25,0.012797546080162883,0,0.0,892,0.1343784994400896,1,1,1,0,LEGITIMATE
USER0126,2,1,3886.046887,1943.0234435,3734.8456,200.0,100.0,18.5,0,1243,2,2,2,0.5,0.05146618294006189,0,0.0,862,0.06952491309385864,1,1,1,0,LEGITIMATE
USER0128,4,1,6773.751002999999,1693.4377507499999,2590.0151279999995,200.0,50.0,9.25,0,1309,4,2,3,0.25,0.02952573838504291,0,0.0,507,0.23622047244094488,1,1,1,0,LEGITIMATE
USER0130,1,0,2820.938292,2820.938292,2820.938292,0.0,0.0,0.0,0,581,1,1,1,0.0,0.0,0,0.0,0,30.0,1,1,1,0,LEGITIMATE
USER0131,3,2,10164.390424000001,3388.1301413333335,8788.66684,7105.426154632805,2368.4753848776018,2.3333333333333335,0,811,3,3,3,0.6666666666666666,0.699050888271232,1,0.5,709,0.1267605633802817,5,4,1,1,COORDINATED_RETURN_ABUSE
USER0132,4,2,16183.801769,4045.95044225,6558.11142,400.0,100.0,14.75,0,1428,4,4,3,0.5,0.024716071397154545,0,0.0,687,0.1744186046511628,1,1,1,0,LEGITIMATE
USER0133,3,0,5336.976530000001,1778.9921766666669,4236.645155000001,0.0,0.0,0.0,0,1142,2,2,2,0.0,0.0,0,0.0,377,0.23809523809523808,1,1,1,0,LEGITIMATE
USER0134,5,0,16053.839605000001,3210.767921,4918.700672,0.0,0.0,0.0,0,1815,5,3,3,0.0,0.0,0,0.0,1122,0.13357079252003562,1,1,1,0,LEGITIMATE
USER0135,2,2,8186.6319699999995,4093.3159849999997,6607.604992,6573.2856417189705,3286.6428208594853,4.5,4,1521,2,2,1,1.0,0.8029291735364246,2,1.0,650,0.09216589861751152,4,1,2,1,COORDINATED_RETURN_ABUSE
USER0137,1,0,5118.682932,5118.682932,5118.682932,0.0,0.0,0.0,0,251,1,1,1,0.0,0.0,0,0.0,0,30.0,1,1,1,0,LEGITIMATE
USER0138,3,0,6397.060588,2132.3535293333334,3724.15028,0.0,0.0,0.0,0,739,3,3,2,0.0,0.0,0,0.0,559,0.16071428571428573,1,1,1,0,LEGITIMATE
USER0139,1,1,5982.97653,5982.97653,5982.97653,200.0,200.0,28.0,28,402,1,1,1,1.0,0.033428177262129426,0,0.0,0,30.0,1,1,1,0,LEGITIMATE
USER0141,1,1,3342.63318,3342.63318,3342.63318,200.0,200.0,37.0,37,129,1,1,1,1.0,0.05983306849123062,0,0.0,0,30.0,1,1,1,0,LEGITIMATE
USER0142,3,2,2943.9348459999997,981.3116153333332,1503.8634639999998,200.0,66.66666666666667,11.666666666666666,0,1146,3,3,3,0.6666666666666666,0.06793628611439725,1,0.5,853,0.1053864168618267,1,1,1,0,HIGH_RETURN_LEGITIMATE
USER0143,3,2,1876.605112,625.5350373333333,930.667556,400.0,133.33333333333334,19.0,0,1089,3,3,3,0.6666666666666666,0.2131508634619983,0,0.0,418,0.21479713603818615,1,1,1,0,LEGITIMATE
USER0144,1,1,505.725325,505.725325,505.725325,200.0,200.0,27.0,27,52,1,1,1,1.0,0.3954715932013094,0,0.0,0,30.0,1,1,1,0,LEGITIMATE
USER0145,1,1,1008.573232,1008.573232,1008.573232,200.0,200.0,32.0,32,795,1,1,1,1.0,0.19829992870562324,0,0.0,0,30.0,1,1,1,0,LEGITIMATE
USER0146,2,0,3855.917696999999,1927.9588484999995,3409.392749999999,0.0,0.0,0.0,0,845,2,2,2,0.0,0.0,0,0.0,553,0.10830324909747292,1,1,1,0,LEGITIMATE
USER0147,3,1,5817.172995,1939.057665,3805.44112,200.0,66.66666666666667,13.333333333333334,0,1340,3,1,3,0.3333333333333333,0.03438096136592548,0,0.0,857,0.1048951048951049,1,1,1,0,LEGITIMATE
USER0148,5,5,6028.233329999999,1205.6466659999999,1373.6223779999998,2733.943152396948,546.7886304793896,2.6,0,889,4,3,3,1.0,0.45352311410894713,4,0.8,811,0.18472906403940886,5,1,5,1,COORDINATED_RETURN_ABUSE
